commodity,region,date,price,volume_arrivals_tonnes,source,is_real_record
soybean,Madhya Pradesh,2026-01-31,4838.2,568.9,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-02-02,4838.5,557.1,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-02-03,4838.8,553.2,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-02-04,4839.2,550.9,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-02-05,4839.7,550.0,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-02-06,4840.3,550.6,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-02-07,4841.0,552.8,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-02-09,4842.7,561.4,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-02-10,4843.7,567.8,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-02-11,4844.8,575.5,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-02-12,4845.9,584.5,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-02-13,4847.2,594.6,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-02-14,4848.5,605.8,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-02-16,4851.3,630.9,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-02-17,4852.8,644.5,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-02-18,4854.3,658.7,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-02-19,4855.9,673.3,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-02-20,4857.5,688.2,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-02-21,4859.1,703.2,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-02-23,4862.4,732.9,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-02-24,4864.1,747.4,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-02-25,4865.8,761.3,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-02-26,4867.4,774.7,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-02-27,4869.1,787.3,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-02-28,4870.7,799.0,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-03-02,4873.9,819.5,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-03-03,4875.4,827.9,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-03-04,4876.9,835.1,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-03-05,4878.3,840.9,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-03-06,4879.7,845.4,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-03-07,4881.0,848.3,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-03-09,4883.3,849.8,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-03-10,4884.4,848.3,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-03-11,4885.4,845.3,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-03-12,4886.2,840.9,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-03-13,4887.0,835.0,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-03-14,4887.7,827.8,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-03-16,4888.8,809.7,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-03-17,4889.2,798.9,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-03-18,4889.5,787.2,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-03-19,4889.7,774.6,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-03-20,4889.8,761.2,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-03-21,4889.8,747.2,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-03-23,4889.4,718.0,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-03-24,4889.1,703.1,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-03-25,4888.7,688.1,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-03-26,4888.3,673.2,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-03-27,4887.7,658.6,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-03-28,4887.0,644.4,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-03-30,4885.5,617.8,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-03-31,5072.7,354.6,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-04-01,5073.0,357.4,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-04-02,5073.2,360.9,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-04-03,5073.2,365.0,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-04-04,5073.0,369.7,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-04-06,5072.1,380.7,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-04-07,5071.4,386.9,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-04-08,5070.5,393.6,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-04-09,5069.5,400.6,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-04-10,5068.3,408.1,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-04-11,5067.0,415.8,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-04-13,5064.0,431.8,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-04-14,5062.3,440.1,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-04-15,5060.4,448.4,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-04-16,5058.5,456.7,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-04-17,5056.5,465.0,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-04-18,5054.3,473.2,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-04-20,5049.9,489.0,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-04-21,5047.6,496.5,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-04-22,5045.2,503.7,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-04-23,5042.8,510.6,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-04-24,5040.4,517.0,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-04-25,5038.0,522.9,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-04-27,5033.2,533.3,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-04-28,5030.8,537.6,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-04-29,5028.5,541.3,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-04-30,5026.2,544.4,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-05-01,5024.0,546.8,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-05-02,5021.9,548.6,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-05-04,5017.8,550.0,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-05-05,5016.0,549.7,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-05-06,5014.2,548.7,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-05-07,5012.6,547.0,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-05-08,5011.1,544.6,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-05-09,5009.8,541.6,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-05-11,5007.5,533.7,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-05-12,5006.6,528.8,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-05-13,5005.9,523.4,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-05-14,5005.3,517.5,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-05-15,5004.9,511.1,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-05-16,5004.7,504.3,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-05-18,5004.8,489.7,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-05-19,5005.1,481.9,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-05-20,5005.5,473.9,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-05-21,5006.2,465.7,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-05-22,5007.0,457.4,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-05-23,5008.0,449.1,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-05-25,5010.6,432.5,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-05-26,5012.1,424.4,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-05-27,5013.7,416.4,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-05-28,5015.5,408.7,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-05-29,5017.5,401.3,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-05-30,5019.5,394.2,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-06-01,5024.1,381.2,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-06-02,5026.5,375.4,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-06-03,5029.0,370.1,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-06-04,5031.6,365.4,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-06-05,5034.3,361.2,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-06-06,5037.1,357.7,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-06-08,5042.7,352.6,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-06-09,5045.6,351.1,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-06-10,5048.5,350.2,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-06-11,5051.4,350.0,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-06-12,5054.3,350.5,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-06-13,5057.2,351.8,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-06-15,5062.9,356.2,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-06-16,5065.7,359.4,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-06-17,5068.5,363.3,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-06-18,5071.1,367.7,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-06-19,5073.7,372.8,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-06-20,5076.1,378.3,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-06-22,5080.8,390.9,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-06-23,5082.9,397.8,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-06-24,5084.9,405.1,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-06-25,5086.8,412.7,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-06-26,5088.5,420.5,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-06-27,5090.1,428.6,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-06-29,5092.8,445.1,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-06-30,5093.9,453.4,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-07-01,5094.8,461.7,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-07-02,5095.5,469.9,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-07-03,5096.1,478.0,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-07-04,5096.5,485.9,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-07-06,5096.7,500.9,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-07-07,5096.6,507.9,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-07-08,5096.3,514.5,Agmarknet (Indore & Dewas Mandi),True
